id,comment
30694,"Tequila Sunrise : Un film policier assez glamour et exotique car il y a une romance qui s’installe. Mais, je trouve que globalement, le film ne propose rien d’excitant et de très panache. Le film est très long a démarré et a trouver son rythme de croisière pour captivé le spectateur que trop tard. Pourtant, la trame aurait pu être sympa : un triangle amoureux avec une histoire de mafia et d’amitié… Mais, l’histoire est trop peut mise en valeur et il y a qu’après une bonne moitié du film ou on commence a ne plus s’ennuyer. Et c’est dommage, car il y a un casting 3 étoile, 3 monstre du cinéma : Mel Gibson, Michelle Pfeiffer, Kurt Russell et ils sont tous les trois aux tops et charismatiques comme a leurs habitudes. Non vraiment, c’est un des points qui permet de regarder le film : ces acteurs. Sinon, la réalisation est soignée car il y a une bonne mise en scène, dans les années 80, il savait filmer de toute façon. Donc voila, un film qui pèche a cause de son scénario car le reste, c’est que du bon. Mais, c’est quand même un bon petit divertissement."
42346,"Ah ! si j'étais riche : Une comédie française franchement sympa a suivre et plaisante. Avec un scénario qui fait rêver ^^. Qui a jamais rêver de gagné au Loto pour permettre de s’achète ce qu'on veut. Mais le scénario ne se limite pas a ça et c’est plutôt bien, il ne va pas dans l’excès car il y a quand même une histoire dans tous ça, avec de vrai personnage mit en place, assez attachants ou pas, et sympa suivre. Entre le mari qui gagne au loto, ça bande de bote sympa, sa bientôt ex femme qui couche avec son nouveau Patron/ex ami ^^. Et avec tout ça, on a le droit a de très bons gags amusants et drôles, des dialogues poilants qui fondent mouche, avec une histoire bien travaillé qui ne se limite pas au gain avec le Loto mais il y a quand même une certains « profondeur » avec le divorce... et il y a une bonne petite morale dans tout ça. Et puis, les acteurs sont tous très convaincants : amusants et drôles et parfaitement dans leur rôle. On a le droit en plus a un excellent casting : Jean-Pierre Darroussin, François Morel, Richard Berry, Valeria Bruni Tedeschi… Enfin voila, vraiment une excellente comédie que j’adore regardé, qui se laisse regarder avec plaisir. Une comédie ou on rit et c’est bien ça le principale. Je vous la conseil car c’est très bonne comédie française, il faut le souligné."
29207,"La Machine à explorer le temps - Time machine : Un film fantastique SF qui sent la bonne aventure et c’est le cas. On a le droit à une belle et grande aventure a travers le temps avec des rebondissements assez surprenants mais dans le bon sens. Car, la premier partie est abordable par tous et vraiment excellent. Car, c’est un professeur créateur d’invention qui voit sa femme ce faire tué et il va inventer une machine à voyager dans le temps pour la sauvé… mais rien y fait et donc, il va chercher des réponses… Et dans la deuxième, on découvre une époque bien particulière avec l’apparition de monstre et c’est ce tournant du film qui pourrait pas plaire a tous le monde mais moi, je trouve que ça reste crédible et franchement, on a peur pour le héros principal, on se dit : est ce qu’il va y arrivé, comment il va se sortir de la… ce qui permet d’être a fond avec lui et de s’y attaché. De plus, l’univers présenté est vraiment beau à voir, avec des musiques superbes qui s’installent aux bons moments. Et c’est beaux paysages sont la grâce a une réalisation de toute beauté et des effets spéciaux très réussit, le voyage vaut le coup d’œil. Et pour finir, les acteurs sont convaincants, surtout Guy Pearce qui je trouve est impeccables. Donc voila, une aventure avec un mélange Sf/fantastique : très bonne surprise."
61772,"World Trade Center : Un film qui a fait le choix de montré d’une telle façon les événements du 11 septembre, que ce choix surprendra et ne plaira pas a beaucoup de monde. Je pense qu’on s’attendait à un grand film d’action ou on voit nettement les avions écrasés sur les tours et ensuite, elles s’écroulent… Enfin voila, on s’attendait a un film catastrophe puissant avec de gros effets spéciaux. Et bien, ce film est rien de tout ça… On a le droit a un film basé sur la survit de deux policier coincés sous les décombres, l’attende de leur famille et la mobilisation général. C’est un choix car le rythme est assez lent, pas de scène d’action… mais est ce que ça veux dire que le film est mauvais. Non, au contraire, c’est une bonne note d’espoir car on voit ce que l’Homme peut faire : le pire comme le meilleur vers la fin. Bon, le film n’est pas exemple de défaut car je trouve que ça manque d’émotion et de puissance quand même. Pour un tel événement qui c’est en plus vraiment passé, il faut que l’on soit touché émotionnellement et que l’on ressente la tragédie et la dureté de cette épreuve et bien à des moments, c’est loin d’être le cas et c’est dommage. Dedans plus que c’est Oliver Stone aux commandes, lui qui nous a habitué a tellement plus grand et plus critique. Malgré tous, sa réalisation reste correcte et plutôt efficace même si on a l’impression qu’il ne s’exprime pas dans ce film. Sinon coté acteurs, ils sont correctes mais manques d’émotion aussi, a part Nicolas Cage qui est encore une fois impeccable et convaincant : bravo a lui. Donc voila, malgré tous, j’ai était captivé mais on aurait pu avoir bien mieux…"
135530,"Cars 2 : Une suite efficace et prenante, assez différent du premier qui lui mettait l’accent sur l’émotion et l’amitié comme on a l’habitude de voir chez Disney/Pixar. Et en plus, on ne suit pu vraiment Flash Mc Queen mais plutôt son ami : Martin. Alors, ceux qui préféré avoir une aventure avec Flash seront déçu. Mais, est ce que ça rend le film mauvais ? pas du tout. Car, on retrouve l’ambiance Cars et cette fois ci, on a le droit a une aventure a la James Bond ou Martin va jouer les agents secrets malgré lui avec des nouveaux personnages bien sympas : McMissile (qui est l’Aston Martin de 007 : jolie clin œil) ou encore Shifwell. Et puis, cette mission nous fait voyage dans pas mal de ville connu et ça c’est génial : Paris, Londres… donc on est assez dépaysé. Et puis, l’ambiance espionnage est bien présente avec les gadgets, le plan diabolique du méchant… Je trouve aussi que le scénario est bien construit, rythmé entre scène d’action et court poursuit au top et humour bien sympa. Et puis, quel plaisir de retrouver quand même tous les personnages même si Flash est moins la vedette. Et pour finir, l’animation est encore une fois maitrisée à la perfection, les effets spéciaux sont tops, surtout lors des scènes d’actions. Donc voila, une aventure qui assure le spectacle et c’est ça le principale."
203440,"Dracula Untold : Un film d’action fantastique somme toute sympathique et distrayant mais c’est loin d’être un grand film. Car, il reste trop classique et sans grande surprise pour une adaptation du célèbre Dracula. Mais, il est loin aussi du nanar qu’on pourrait attendre dans ce genre de divertissement d’action. C’est très sérieux, pas d’humour qui gâche tous, non, de ce coté la, c’est une bonne chose. Bon, pour un retour aux origines, le scénario est un peu simple et manque donc de richesse, ça sonne creux et c’est long a démarré. Mais, cela reste crédible et plutôt bien construit et il nous montre un autre visage de Dracula, plus honorable et moins sombre. Car, on découvre comment il est devenu en vampire et c’est par souci de l’honneur et du sacrifice, je vous laisse découvrir pourquoi. Après, la réalisation est soignée et efficace et le montage bon car pendant les scènes d’actions, on voit bien ce qui se passe et c’est assez nerveux mais je trouve que l’ensemble manque de style, les scènes d’actions ce ressembles tous. Et pour finir, les acteurs sont plutôt convaincants, surtout Luke Evans que je trouve classe. Donc voila, bon petit film, rien d’exceptionnel mais ça le mérite d’être de qualité."
5981,"Sailor et Lula : Avec David Lynch, on accroche ou non car j’ai déjà regardé Mulholland Drive ou j’ai toujours rien comprit ^^. Mais alors la pour le coup, j’ai vraiment adore. C’est un excellent road movie avec une histoire d’amour passionnante comme la braise pour les personnages sous fond de violence et de délire très Lynch. Car au moins, on peut dire que ce film a de la personnalité car on reconnaît bien le style de David Lynch et c’est tellement rare de voir un film qui a une âme. Car, ça mise en scène est fiévreuse avec un montage bien foutu et efficace avec des scènes de sex supportable à regarder, c’est une bonne chose. Et l’ambiance violente et assez déjantée rend ce film unique. Car, les personnages sont très farfelus et des fois, il y a des scènes complètements barrés mais ce road movie est prenant. Car, le couple marche du tonner, c’est un amour puissant et on dirait indestructible. Car, la mère de la fille déteste le gars mais apparemment, rien ne va les séparés... Et la fin, je la trouve riche en émotion. Et puis, il faut dire que les acteurs y sont pour quelque chose car le duo Nicolas Cage (belle voix quand il pousse la chansonnette) et Laura Dern crève l’écran. Et Willem Dafoe est complètement malade dans ce film, juste extra. Donc voila, très bonne surprise ce road movie romantique et poétique : surprenant et envoutant à la fois."
110818,"Saw 3 : Bon, le film est toujours aussi efficace et prenant avec encore plus de gore et de scène de torture qui ne perd pas en ingéniosité. Vraiment, de ce point de vue la, le film assure le spectacle gore a sang pour sang ^^. Mais au niveau du scénario, on voit que la série tire ses dernières bonnes ficelés et que l’ensemble s’essouffle. C’est pour dire, le film ne montre et nous réexplique des éléments du premier et du deuxième, on dirait que c’est pour comblé le vide. Et, je trouve qu’il y a moins d’enquête, c’est plus basé sur les puzzles et l’organisation de tout ce qui a était fait depuis le début par le tueur aux puzzles donc on a l’impression de pas vraiment avancé même si des parts d’ombres sont dévoilés et ça c’est bien. Ensuite, les puzzles basé sur la vengeance : l’idée est super mais les réactions du gars sont un peu long a la détente, ce n’est pas très crédibles. Bon, le fin est une bonne conclusion a tous ça, la boucle et bouclé (donc j’ai hâte de voir la 4 en dvd pour savoir ce qui on inventé car la fin…). Donc voila, bonne fin mais le fameux twist n’est pu la, la fameuse surprise inattendu, même si c’est toujours aussi ingénieux. Ensuite, la réalisation colle toujours au film car c’est efficace. Et pour finir, les acteurs sont plutôt corrects, la femme qui aide le tueur en fait un peu trop mais l’acteur du tueur aux puzzles est encore une fois charismatique. Donc voila, une suite qui faut plus pour les scènes toujours aussi tordue que pour son scénario."
125198,"Saw 4 : Même après les événements du 3 opus, le jeu et l’œuvre du tueur aux puzzles continu mais pourquoi ? Car la, je trouve que la série descend d’un cran, on commence à avoir l’habitude et a pu être surprit et même les scènes de tortures commence a s’essouffle car elles sont moins ingénieuses, bon elles restent sympas et bien gore comme d’habitude. Surtout la première scène d’autopsie, elle est bien dégueulasse, de ce coté la, ça va encore. Mais après, coté scénario, on commence a s’enbrouillé et a devenir un peu n’importe quoi, surtout a la fin. Bon, on a quelques informations sur le pourquoi et comment est devenu l’homme aux puzzles et ça c’est génial. Mais globalement, on est pu surprit et la mise en scène du jeu… est toujours la même, avec le twist final à la fin qui est sans surprise. Ensuite, coté réalisation, sans change pas non plus, c’est du connu mais c’est efficace car les effets spéciaux sont toujours bons. Donc voila, l’épisode qui sent le réchauffé mais ça reste encore divertissent mais garde ton toujours notre intérêt…"
60199,"Saw 2 : Une suite encore plus efficace que le premier. Avec 2 fois plus de pièges, de sang, d’énigmes… Et en plus, le scénario est encore plus corsé car c’est un flic qui a retrouvé le tueur au puzzle mais il lui propose un défi : le flic voit son fils en direct dans une maison avec plusieurs personnes qui son en train de mourir par un poison mortel : eux ils doivent réussit des pièges pour avoir le vaccin et arriver à supporter les autres… et le flic doit reste avec le tueur et lui parler pendant 2 heurs, avec qu’il se passe un truck… Donc voila, scénario toujours aussi bien imaginé et ficelé. Les pièges mortels sont plus nombreux et tordu comme il le faut avec un mot d’ordre a ceux qu’ils le fondent : ce racheté la vie car il la mérite pas. Et ce qui a de bien dans ce second opus, c’est qu’il appondit l’univers et le personnage central : le tueur, on sait pourquoi il fait tous ça, ses motivations et son état actuel. Sinon, la réalisation est toujours aussi efficace, ce n’est pas le même réalisateur que le premier mais coté mise en scène, c’est du copier coller et c’est ce qui colle parfaitement au film. Et pour finir, les acteurs sont plutôt corrects, pas exceptionnelle mais l’acteur qui joue John Kramer est toujours aussi charismatique. Donc voila, une suit encore plus meilleur que son ainé : vous voulez jouer a un jeu…"
56798,"Chicken Little : Un Disney très original mais aussi très surprenant, peut être trop. Car pourtant, le film commencer d’une excellente façon. Ensuite, le film se déroule pendant une premier partie de façon normal mais alors après, ça part dans un délire SF assez inattendu, j’étais bouche B. Car on suit un petit poulet qui a du mal a ce faire accepter par la société ainsi que son propre père car il a eu une hallucination qui a faille mettre la ville a feu et a sang, façon de parler. Et donc, il va prouver à tout le monde qui peut arriver à faire quelque chose. Jusqu’au jour ou son hallucination est bien réel. Et la, le film part dans a délire qui va très loin mais ça ma l’air d’être assumé. Car, le film devint une espace de parodie de la guerre des mondes ! Assez surprenant pour un Disney mais au moins, c’est original. Donc voila, le scénario, on adhère ou non car il y a pas autant d’émotion pur avec ce genre de situation. Mais, ce qui m’a le plus retenu, c’est l’humour très réussit et délirant de ce film. Entre parodie de Disney et de film connu : Indiana Jones… Vraiment, les clins d’œil au cinéma sont amusants à voirs. Sinon, l’animation est plutôt réussit, ça fait moins Disney et plus cartoon mais ça reste de qualité et soignée. Et pour finir, les musiques sont plutôt sympas. Donc voila, un Disney a part mais qui mérite le coup d’œil."
114851,"Quantum of Solace : Suite direct du reboot Casino Royale et cela déjà, c’est assez novateur mais est un point positif ? tel est la question. Car, on retrouve un James Bond plus incorruptible, plus déterminé et vengeur que jamais, et il garde ça part d’émotion et d’humain que j’avais aimée dans Casino Royale. Et puis, il faut dire que Daniel Craig est toujours aussi charismatique et imposant dans le rôle de 007. Et les autres acteurs sont tous aussi bons : Olga Kurylenko est une James Bond Girl utile et a une vraie histoire. Et le français Mathieu Amalric est très classe et amusant en méchant, son rôle est plutôt sympa. Mais, le problème du film vient de son scénario et des manques indignes pour un 007. Déjà, on voit qu’ils tirent les ficèles pour l’histoire et ça se voit qu’il y a eu des grèves des scénaristes, ce qui a fait tache au film. Car, il y a beaucoup trop de scènes d’actions et on n’a pas le temps de ce posé. On voit que les scènes d’actions remplacent le scénario. Et c’est dommage car il y avait de quoi faire avec cette fameuse organisation qui a tué Vesper pour trahir James Bond … (et la fin est trop rapide et repond a aucune question, on est resté au même point). Bon, le scénario en l’état reste correct et prenant. Car, il faut le dire le film reste a coupé le souffle. Les scènes d’actions sont spectaculaires et il y a même des moments épiques (l’opéra) mais c’est dommage car elles sont trop court a chaque fois et ça casse le rythme. Petit parenthèse, la réalisation est efficace mais le montage pas terrible car on arrive a suive mais ça manque de clarté lors des scènes d’actions. Mais, ce qui manque a ce film, c’est l’ambiance James Bond et ou est passé la réplique : mon nom est Bond, James Bond, il y a pas un 007 ou il n’était pas, a part lui… Donc voila, c’est un excellent film d’action mais un James Bond en dents de scie."
217882,"Gone Girl : Encore une fois, David Fincher nous montre l’étendu du son talent et de sa maitrise du cinéma avec ce thriller électrique et haletant. C’est captivant du début jusqu'à, c’est certes long (2H30) mais c’est jamais chiant car le scénario est en béton. Grâce a un suspense de dingue et des rebondissements sous hautes pressions et assez surprenants. Car des fois, le film prend une tournure que je ne m’attendais pas car moi, je pensé a un grand twist final mais non, vers le milieu du film, on sait pratiquement tout. Mais ce qui a de fort, c’est qu’on arrive encore à être absorbé par ce film et moi je dis chapeau. Car pour la petite histoire, c’est un mari qui va être accusé d’avoir tué sa femme qui a disparu. Donc, on va en apprendre avec des flash back bien placés sur leur vie d’avant, leur situation… Et d’ailleurs, j’ai adoré la narration du film : sous forme de : disparu depuis1 jour, 2… Et puis, que dire de l’ambiance du film, elle est fiévreuse et glaciale mais aussi très épurée. Comme la mise en scène qui est juste magistrale. C’est très soignée, le montage est parfait tout comme le cadrage… Et il y a un vrai travaille sur l’ambiance sonore, enfin voila, c’est du grand art, du vrai cinéma : bravo David Fincher. Et pour finir, le casting est excellent : Ben Affleck, Rosamund Pike… Et ils sont tous terriblement convaincants. Donc voila, une vrai perle ce thriller qui jouera avec vos nerfs : entre manipulation, critique sur le couple, les Hommes et les médias… : le film du moment à ne pas manquer."
16875,"Flubber : Une comédie divertissante et familiale sans prise de tête. C’est produit par Disney, bon leurs films ne sont pas des chefs-d’œuvre (comme Inspecteur Gadget 2 …) mais ça reste sympathique et on passe un bon moment. Surtout, que dans ce film, il y a un atout majeur : le grand, impeccable et toujours drôle Robin Williams a qui je rends hommage car malheureusement, il nous a quitté… Cela m’a fait bizarre de revoir ce film en pensant qu’il est décédé mais j’ai était ravi à la fois car il me fera toujours autant rire. Surtout que le scénario nous promet pas mal de scènes cocasses, assez délirants et moi, j’ai était forcé de rire donc c’est que ça marche. Bon, des fois, c’est assez absurde mais c’est du Disney et on est près a pardonné ^^. Ensuite, la réalisation est somme toute convenable car les effets spéciaux sont plutôt réussit. Donc voila, franchement n’hesitez pas, on passe un agréable moment et moi je dis, regarder ce film, rien que pour l’immortel Robin Williams qui nous amusant encore a travers ses films."
182873,"Equalizer : Excellente surprise ce thriller d’action rondement mené. J’avoue, c’est une bonne surprise car je ne m’attendais pas à ça. Car, c’est un thriller solide avec un scénario certes classique mais c’est maitrisé. Car, le film pioche pas mal d’idée de film connu, c’est un peu un mélange de : le baisé mortel du dragon, taken… mais lui, il prend bien son temps de montré les choses car l’univers est riche et surtout, son personnage a une vraie profondeur qui permet de s’y attaché directement. Car, le héros a des habitudes, des manières de faires, un vrai caractère bien développé…. Enfin, c’est du bon travail. Et puis, rien qu’avait ce film, il forme déjà « un légende » qu’on pourrait revoir dans une suite. Car, moi je n’aurais pas appelé le film Equalizer mais le Justicier moderne. Le personnage principale est un vrai justicier de A à Z : sauver les innocents car il peut le faire… Mais, ce qui a de bien, c’est que il n’a pas de pouvoir, c’est un homme comme un autre. Et la, il va s’attaquer a un gros réseau mafia russe… Donc voila, historie pas forcement original mais c’est rudement efficace et même si il y a des longueurs, c’est jamais chiant. Bon après, le final est un peu abusé avec les plans de caméra très héros au ralenti… mais ça doit être un choix pour renforcé ce coté la. Et d’ailleurs, les scènes d’actions sont hyper bien chorégraphiés, nerveuses avec une pointe de violence et surtout : visibles. Et ça grâce a une mise en scène soignées tout comme la bo du film. Et pour finir, le casting est bon, surtout Denzel Washington qui est encore une fois impeccable et charismatique. Donc voila, parfait dosage entre thriller et action : un film que je vous conseil."
58525,"Casino Royale : Plus qu’un simple reboot : c’est une véritable renaissance, un des 007 les plus abouti. Et voila le James Bond actuel dont on rêver : humaine, avec des sentiments et émotion, sans gadget mais aussi un James Bond plus sombre, plus dure et plus fort aussi. Déjà, une réalisation exemplaire : Martin Campbell qui reprend du service après Goldeneye, décidément, il est toujours la ou bon moment pour relancer les James Bond. La réalisation est magnifique : des plans de caméra nettes et précis, une mise en scène fiévreuse et maitrisée. Entre l’action qui est bien filmé, les scènes de poker qui sont prenante, il nous fait voyage dans des supers décors exotiques, et le souci de détaille avec l’intro en noir et blanc : juste énorme. Ou encore les musiques qui sont juste excellentes. Et quand j’ai entendu ça dans les commentaires du réalisateur : que le thème de James Bond était juste dissimulé pendant des moments clés qui caractérise James Bond : quand il met sont smoking, quand il voit ça voiture… Jusqu'à la fin ou la légende, le mythe renait : quand il dit « je m’appelle Bond… James Bond » et voila, la musiques complète au générique, comme si James Bond avait retrouvé tous son mythe : et ça c’est juste énorme. Ensuite, un scénario maitrisé, intéressant, captivant pendant plus de deux heurs. On redécouvre un nouveau James Bond plus froid, plus humaine. Car cette fois ci, James Bond est amoureux et ça c’est juste excellent. On a affaire a une des plus belles histoires d’amour pour un film de ce genre. Je l’ai adoré : une histoire d’amour au début difficile et distante (quand James Bond dit : vous n’êtes pas mon type… et après il dit célibataire, phrase qui la jamais dit d’ailleurs) et c’est petit à petit que cet amour ce fait avec quand même une vrai tension derrière. La tension de cette mission a la noirceur parfaite (avec la terrible scène de torture et le final : ça brise le cœur). Et puis, la tension de cette partie de poker qui est vraiment énorme, avec un bon suspense et beaucoup de rebondissement. Ensuite, du coté du méchant : le charismatique le Chiffre qui est génial : très froid. De plus, que serait un James Bond sans ces James Bond girl : Vesper, tout simplement la meilleur James Bond girl pour moi. C’elle qui a fait craquer notre James Bond et elle est vraiment fabuleuse : élégant et mystérieuse mais aussi sexy et très envoutante, avec un sacré caractère. Voila, niveau scénario : c’est juste énorme et il y a tous pour être un bon James Bond : James Bond girl, méchant, voiture, on voyage bien, il manque peut être des gadgets et quelque personnage phares de la série des James Bond (Q, Miss Moneypenny) et un peu d’humour mais c’est franchement pas grave : James Bond repart avec d’excellente base. Et pour finir, les acteurs sont parfait dans leur rôle. Daniel Craig qui est juste saisissant, très charismatique et élégant dans le costume de James Bond. Vraiment, il l’interprète à merveille de façon nerveuse. Et il donne une vraie âme, une vraie profondeur à James Bond et s’impose comme l’un des meilleurs James Bond en tant acteur. Eva Green est flamboyante. Mads Mikkelsen qui est vraiment glacial : excellent performance. Et le retour de Judi Dench dans son rôle de M fait plaisir. Voila, un retour à la source qui se confirme par ça grand qualité. Un James bond à ne pas rater car un nouveau souffle est né avec cette opus."
35143,"Lilo & Stitch : Un Disney qui change un peu la donne grâce à son histoire et surtout son personnage original et farfelu. Car, on a le droit à un espace d'ET complètement délirant et peu commun. Car, on avait le droit d’habitude dans les Disney, on a le droit a un héros gentil, courageux, charmant, généreux… : et bien la, ça change ^^. Car, on a le droit a un alien (Stitch) qui a était crée dans le but d’être « méchante ». Mais, il va se faire une amie (une petit fille orpheline) qui est tout aussi têtu et peu commode que lui ^^. Donc, on va faire la connaissance de cette amusant duo qui va se formé dans le tropical lieu qui est Hawaii. Et donc, on a le droit à un Disney amusant et rythmé avec pas mal d’action et de surprise. Et tout ça rythmé sur une Bo endiablé du KING : Elvis Presley (j’ai était surprit par ce choix musical mais c’est un excellent choix tout ce qui a de plus original). D’ailleurs, les autres chansons sont très bien et collent parfaitement au ton du film. Et pour finir, l’animation est très réussit : c’est remplit de couleur et la mise en scène est très bonne. Bon, ça na pas le charme des classiques Disney mais ça reste la meilleur du genre. Donc voila, un Disney fort plaisant et divertissant. Avec du rire et un point d’émotion qui se cache derrière ce duo. Et malgré ces aires d’extraterrestre méchant ^^ il en reste pas moins trop mimi ce Stitch : bonne pioche ce Disney."
52315,"La Porte des secrets : Un thriller a suspense avec une ambiance angoissante bien mené et assez original. Car, cette fois ci, on s’intéresse à la sorcellerie et plus précisément au vaudou sans vous en dire plus. Je trouve que ça change et ce sujet est bien exploité avec un twist final des plus inattendus et vraiment, ça fait froid dans le dos donc la fin est juste excellente : j’étaie bouche B. Sinon, globalement, le film est bien ficelé, entre mystère et suspense qui tient en haleine le spectateur du début jusqu'à la fin. Car pour la petite histoire, c’est une aide soignante qui vient aider un couple retraité qui pourrait être dans une maison anciennement habité par des vaudous. Et elle va essayer de percé ce mystère ou il faut voir pour y croire… Donc voila, scénario original, même si les codes du genre : horreur/suspens sont classiques mais efficaces. Tout comme la réalisation, rien de exceptionnelle mais c’est plutôt soignée car l’ambiance y est aussi. Après, les acteurs sont très convaincants et en plus, le casting est solide : Kate Hudson, Peter Sarsgaard, Gena Rowlands, John Hurt… Donc voila, une bonne petite surprise ce film."
29362,"Kuzco, l'empereur mégalo : Un Disney des plus original et délirant car oui, c’est du délire a l’état pur. L’histoire est assez folle et cocasse mais malgré tous elle correspond parfaitement à un Disney car les animaux parlent chez les Disney. Et la, c’est un lama mais pas n’importe lequel : c’est un empereur qui s’est fait transformé car il est un peu trop mégalo, égoïste et fou fou. Et ça va pas plaire a ça conseillère qui va être virée et va se venger en lui infligeant ce sortilège. Et donc, il va se liée d’amitié avec un paysan qui croit qui a malgré tout du bon en lui… Donc voila, histoire change de l’univers des princesses et des contes de fées, la c’est du délire, les personnages sont hauts en couleurs, les situations bien trouvés, toujours dans l’absurdité est c’est vraiment drôles. Tout comme la narration et la mise en scène qui est dans le ton du film, le héros n’hésite pas à commenter la narration du film, a arrêté le film… enfin voila, c’est a l’image du personnage. Et puis, l’animation est traditionnelle et ça fait tous le charme des anciens Disney. Par contre, très peu de chansons, dommage car il y avait de quoi faire. Mais sinon, c’est un Disney déjanté et original comme on en fait pu, bonne pioche."
175244,"Hansel & Gretel : Witch Hunters : Un divertissement plaisant et agréable et surtout 100 % fun et gore. Le film est sympa à regarder, on prend du plaisir à voir tous ça cette boucherie de sorcier. Car, coté scénario : c’est sympa a suivre mais ils en ont pas marre de dépoussiéré les contes ^^ mais bon, moi ça me gène pas pour un divertissement, au contraire, c'est sympa et décalé. Et puis ça change des sourciers comparé aux zombies et aux morts vivants que on nous sert souvent donc ça j’ai plutôt apprécié. Les deux personnages ont un plaisir communicatif a tué les sorcier. Et puis, l’histoire est assez simple mais l'univers des sorcier en relation avec le passé des deux héros est bien trouvé. Mais, ce n’est qu’un prétexte pour les scènes d’action qui sont assez réussite et efficaces, elles sont un peut en dents de scie. Des fois, c’est un peu mou et des fois c’est sympa et stylé et bien gore mais on a l'impression des fois qu'ils se retient (et c'est vrai car il y a une version non censuré). Mais les scènes d’actions s’enchaines a un bon rythme et on a donc pas le temps de voir le film s’écoulé (en même temps, il ne dure pas long temps : 1H28). Coté réalisation, c’est efficace et c’est dans le ton du film mais certains effets spéciaux sont pas si beau a voir, d’autre sont agréable a l’œil. Et pour finir, on a le droit à un excellent casting avec de très bons acteurs qui joue bien leur rôle. Le duo Jeremy Renner et Gemma Arterton fonctionne très bien a l’écran. Et la méchante Famke Janssen est elle aussi convaincante dans son rôle. Voila, un film ou j’ai passé un très bon moment avec de l’action, du gore et un peu de fun. J’attends l’éventuelle suite qui j’espère se lâchera plus mais pour ce premier : c’est un bon petit divertissement pour ce détendre."
197047,"Les Brasiers de la Colère : Un drame soignée et sobre à la fois car le rythme est assez lent. On n’a pas l’impression que ça décolle. Mais, c’est un choix pour rendre le film crédible et réaliste. Tout est dans l’ambiance avec des musiques bien choisirent car elles collent parfaitement à l’atmosphère assez rurale (banlieue). Car, le film s’appuie sur un drame familial. C’est deux frères qui ont pas la même façon de mené leur vie : l’un est honnête dans son travail… et l’autre vie de dette et de combat de rue. Et c’est lorsque qu’il va être prit par un mafieux que Christian Bale (le frère honnête) va essayer de retrouver son frère dans une partie de la ville contrôlé par ce mafieux qui est une vrai brute. Donc voila, scénario pas non plus exceptionnelle mais il privilégie la relation et la psychologie des personnages que je trouve soignée. On voit très bien l’opposé des deux frères mais je trouve quand même qu’il manque de puissance et d’émotion, ça reste assez plat. Par contre, le film a un sacré bon casting : Christian Bale qui est encore une fois impeccable et charismatique. Et les autres acteurs sont tous aussi bons : Woody Harrelson, Casey Affleck, Forest Whitaker… Et pour finir, la réalisation est comme le film : sobre, posé, bien filmé mais il manque juste un peu de personnalité mais a part ça, c’est du bon boulot. Donc voila, le tout manque de profondeur et d’émotion mais globalement, le film est solide."
132846,"Volt, star malgré lui : Très bonne et agréable surprise ce nouveau Disney et j’ai envie de dire : la magie fait encore des merveilles. Car, entre rire, émotion, belle petit leçon de vie, personnages plus qu’attachants… On nous embarque dans une belle et émouvant aventure avec pour personnage principale un chien, j’ai nommé : Volt. Chien tout d’abord très mignon ^^ quand on le voit au début quand il est tout petit, on le voudrait bien ^^. Volt est un chien super héros aux pouvoirs diverses et variés. Mais, être un super héros, c’est ce qui croit car enfaite, c’est une star d’une grand série d’action. Et un jour, il va être enlevé et lâché dans la nature ou il va découvrir sa vraie nature et le monde qu’il l’entoure. A l’aide d’un chat et d’un hamster : il va découvrir de nouvelle sensation, un nouveau monde, une belle et attachante histoire va se lié avec le chat. Donc voila, histoire original. Une histoire un peu a la « Truman Show » avec Jim Carrey mais en version canine ^^ (surtout au début, car après, l’histoire diverge). L’histoire est très sympa et touchante avec une belle petite leçon de vie à la fin. Et d’ailleurs, le final est vraiment génial (quand il sauve la vie avec son cire et tout, ça montre bien qu’il est un super héros a sa manière : courageux, près a tout…). Donc voila, super histoire malgré que la trame scénaristique reste classique (découvert de soit, amitié qui se crée, il rejette ces amis…). Et bien, elle en reste pas moins d’une grande efficacité grâce au un rythme très soutenu et un parfait dosage entre : action/histoire. Et comme je disais, les personnages sont vraiment très attachants et amusantes a suivre. Ensuite, coté réalisation et animation : c’est irréprochable. L’animation est juste sublime et d’une fluidité exemplaire que ça soit dans l’animation des personnages ou pendant les scènes d’actions avec les explosions… La mise en scène est tout aussi réussit (j’ai adoré l’intro et le générique du film, très film d’action hollywoodien). Vraiment, en termes d’animation, ce film est une pure merveille. Et pour finir, les musiques sont bonnes, pas trop de chanson qui marque vu que il y en a qu’une donc voila ce qu'on pourrait reprocher a ce Disney. Mais sinon, ce dessin animé est une grand réussit : la magie Disney opère encore une fois d’une bien belle manière et ça chez les petites comme les grands."
